date,temp,wind,rainfall,humidity
20060804,38.0,7.0,0.0,27.84
20060805,30.0,9.96,10.0,35.6
20060806,10.2,18.41,42.1,58.1
20060807,20.9,1.32,28.2,50.81
20060808,27.6,19.52,52.6,54.41
20060809,25.8,18.48,30.8,45.22
20060810,13.6,8.42,23.3,49.59
20060811,12.8,7.65,24.9,50.71
20060812,30.0,13.94,28.0,43.55
20060813,30.1,6.35,30.4,45.73
20060814,33.5,6.61,49.1,53.16
20060815,33.1,7.69,57.4,57.47
20060816,16.2,5.67,20.5,48.1
20060817,34.2,14.28,0.0,28.09
20060818,16.6,16.95,59.4,63.95
20060819,10.2,15.32,14.0,45.45
20060820,17.1,15.89,9.1,39.61
20060821,38.2,2.09,0.0,28.86
20060822,18.7,0.59,5.0,40.54
20060823,30.3,17.65,42.6,49.21
20060824,25.0,15.64,40.3,51.21
20060825,39.2,5.04,43.3,48.11
20060826,35.4,6.71,59.5,58.01
20060827,18.1,2.45,42.7,58.24
20060828,25.4,10.77,34.2,49.39
20060829,26.5,9.22,37.7,50.69
20060830,11.9,5.9,39.3,58.71
20060831,35.2,19.25,50.6,50.04
20060901,31.5,2.86,55.0,58.71
20060902,10.4,12.88,8.6,44.28
20060903,34.1,1.51,19.6,40.86
20060904,32.6,14.6,34.4,45.65
20060905,24.5,19.89,0.0,31.63
20060906,34.7,9.87,0.0,29.13
20060907,18.7,12.33,33.6,52.18
20060908,26.8,15.2,4.8,34.64
20060909,36.9,4.56,53.9,55.82
20060910,36.4,1.63,2.8,32.19
20060911,22.0,18.63,51.8,58.16
20060912,31.9,13.68,41.1,49.43
20060913,10.5,3.99,48.9,65.39
20060914,15.1,4.81,1.1,40.61
20060915,38.2,4.91,4.7,31.1
20060916,38.4,2.48,33.7,45.69
20060917,30.8,8.21,59.2,60.49
20060918,32.1,9.59,40.9,50.5
20060919,19.7,0.76,0.0,38.28
20060920,20.0,9.28,20.4,46.1
20060921,31.0,2.73,11.4,38.12
20060922,38.8,0.22,0.0,30.21
20060923,22.1,13.04,53.7,60.32
20060924,36.2,17.88,24.2,38.75
20060925,31.9,15.91,55.7,55.72
20060926,31.0,17.2,12.1,35.05
20060927,32.3,7.13,25.8,43.63
20060928,13.6,2.32,42.9,60.96
20060929,38.8,9.96,0.0,27.88
20060930,19.5,14.4,55.3,62.37
20061001,24.7,0.36,0.0,37.24
20061002,15.4,13.87,0.0,38.3
20061003,28.2,4.85,34.0,51.02
20061004,25.3,11.28,1.1,34.81
20061005,18.0,6.27,0.0,38.85
20061006,35.8,17.98,0.0,28.07
20061007,25.6,4.3,0.0,36.46
20061008,27.8,8.33,0.0,34.47
20061009,25.1,13.95,11.6,39.72
20061010,36.3,1.63,0.0,32.23
20061011,13.1,5.41,0.0,41.08
20061012,34.2,14.93,0.0,30.11
20061013,30.9,19.8,0.0,29.83
20061014,24.7,16.81,0.0,33.81
20061015,16.0,5.73,0.0,39.57
20061016,14.6,0.17,0.0,42.08
20061017,146.0,16.34,0.0,38.61
20061018,37.7,0.08,0.0,31.73
20061019,12.7,3.01,0.0,42.09
20061020,26.9,1.7,0.0,36.28
20061021,26.0,9.6,12.2,40.72
20061022,36.2,19.2,0.0,27.94
20061023,39.6,19.83,0.0,26.5
20061024,32.2,11.44,0.0,31.4
20061025,23.6,8.24,0.0,35.99
20061026,22.3,8.44,0.0,36.9
20061027,11.4,1.0,19.2,52.61
20061028,16.3,2.29,7.5,44.55
20061029,21.4,13.5,0.0,35.77
20061030,25.2,0.42,0.0,37.24
20061031,25.9,2.46,0.0,36.22
20061101,16.4,1.85,0.0,41.33
20061102,37.6,8.41,0.0,30.62
20061103,16.2,13.77,49.7,63.03
20061104,36.4,19.57,0.0,28.93
20061105,31.7,17.06,0.0,31.39
20061106,11.3,6.05,0.0,43.21
20061107,33.9,15.06,0.0,30.62
20061108,21.9,17.16,0.0,35.35
20061109,22.8,5.8,0.0,37.59
20061110,29.2,12.44,0.0,33.24
20061111,23.1,11.24,14.6,43.91
20061112,31.1,13.95,0.0,32.38
20061113,12.0,1.63,0.0,43.23
20061114,25.3,11.83,7.7,38.86
20061115,17.8,8.43,0.0,39.38
20061116,10.3,19.52,0.0,40.64
20061117,32.7,15.41,0.0,31.72
20061118,27.4,10.14,16.9,42.69
20061119,32.4,4.6,0.0,33.55
20061120,28.7,1.6,0.0,36.3
20061121,19.8,11.41,43.9,59.04
20061122,24.9,19.21,0.0,34.11
20061123,13.5,7.42,0.0,41.49
20061124,13.5,19.75,28.7,52.18
20061125,28.4,14.87,27.6,46.84
20061126,34.7,10.75,37.1,48.97
20061127,12.8,10.8,0.0,41.21
20061128,27.3,6.18,0.0,35.61
20061129,33.5,159.8,0.0,31.21
20061130,18.3,10.74,0.0,38.75
20061201,33.8,5.41,0.0,34.25
20061202,12.9,8.29,51.6,67.76
20061203,33.0,15.64,47.7,54.83
20061204,33.0,3.25,29.6,48.79
20061205,13.5,15.9,0.0,40.65
20061206,37.4,15.71,0.0,29.93
20061207,28.1,14.39,0.0,34.87
20061208,15.4,3.03,0.0,43.15
20061209,26.6,10.01,0.0,36.27
20061210,30.4,5.21,3.7,37.25
20061211,20.8,18.26,0.0,37.2
20061212,19.6,17.86,0.0,37.14
20061213,39.0,8.22,0.0,30.68
20061214,17.8,5.64,0.0,41.17
20061215,11.0,12.45,0.0,42.99
20061216,33.1,1.24,0.0,34.83
20061217,35.3,15.98,0.0,31.28
20061218,16.7,8.33,18.3,50.03
20061219,22.5,10.9,0.0,37.93
20061220,25.2,12.59,0.0,36.41
20061221,14.6,5.28,0.0,42.96
20061222,21.5,7.57,0.0,38.98
20061223,30.4,7.83,0.0,35.15
20061224,37.6,19.5,29.1,43.3
20061225,19.0,18.09,24.4,49.73
20061226,23.2,17.95,0.0,35.44
20061227,18.2,18.87,0.0,37.76
20061228,25.1,18.83,41.5,54.48
20061229,23.9,14.91,0.0,36.39
20061230,16.3,9.16,0.0,40.85
20061231,14.2,12.75,0.0,41.07
20070101,26.1,5.43,0.0,26.5
20070102,16.4,0.81,21.7,42.63
20070103,14.8,12.65,0.0,29.94
20070104,17.5,124.3,0.0,29.16
20070105,15.3,5.85,0.0,31.59
20070106,28.4,7.19,21.0,35.53
20070107,11.8,7.53,0.0,32.6
20070108,25.7,9.14,39.3,44.96
20070109,12.9,5.4,0.0,32.41
20070110,22.4,12.11,37.9,45.08
20070111,29.8,6.51,0.0,24.69
20070112,10.4,5.75,0.0,33.14
20070113,18.5,6.58,0.0,30.01
20070114,29.8,5.89,0.0,24.61
20070115,12.0,17.52,0.0,29.75
20070116,25.1,10.85,0.0,25.62
20070117,24.2,9.76,0.0,26.31
20070118,13.2,8.82,0.0,31.26
20070119,37.6,5.2,0.0,21.4
20070120,38.5,4.75,0.0,21.21
20070121,34.3,9.83,0.0,21.95
20070122,11.0,16.21,0.0,31.09
20070123,35.2,14.81,0.0,20.44
20070124,10.1,9.17,0.0,33.17
20070125,35.0,12.87,0.0,20.78
20070126,24.0,147.10000000000002,0.0,24.83
20070127,34.2,5.5,59.1,51.43
20070128,10.1,6.17,0.0,33.27
20070129,15.5,8.71,0.0,30.75
20070130,14.4,7.07,12.7,37.11
20070131,18.5,8.01,0.0,29.22
20070201,21.9,8.15,0.0,28.27
20070202,11.5,4.58,17.0,42.34
20070203,32.7,14.57,7.6,26.43
20070204,12.4,9.15,0.0,32.39
20070205,26.1,2.47,0.0,27.99
20070206,24.2,16.95,0.0,25.7
20070207,25.0,0.45,0.0,29.46
20070208,28.8,11.83,0.0,24.64
20070209,31.0,12.87,0.0,23.46
20070210,25.7,3.92,0.0,27.94
20070211,209.0,3.74,0.0,29.75
20070212,21.5,7.44,0.0,29.13
20070213,35.4,17.37,0.0,20.76
20070214,30.6,3.07,0.0,25.75
20070215,15.8,1.6,0.0,33.12
20070216,23.6,10.06,0.0,27.52
20070217,18.3,10.05,12.7,36.08
20070218,34.0,15.92,0.0,21.15
20070219,17.6,6.84,37.8,49.12
20070220,39.2,15.58,0.0,19.1
20070221,13.5,19.87,0.0,29.74
20070222,26.4,8.64,0.0,26.31
20070223,16.7,4.96,0.0,31.91
20070224,16.0,17.36,0.0,29.15
20070225,30.6,17.61,0.0,23.15
20070226,19.7,4.64,0.0,30.95
20070227,19.8,18.36,0.0,27.18
20070228,33.5,16.59,45.6,43.58
20070301,23.8,19.9,0.0,26.61
20070302,16.2,1.59,0.0,33.95
20070303,22.2,11.21,0.0,28.73
20070304,13.6,4.32,36.4,51.37
20070305,24.6,4.35,0.0,29.38
20070306,35.4,9.18,0.0,23.19
20070307,21.8,0.21,0.0,31.68
20070308,37.2,12.38,42.4,42.11
20070309,10.2,15.5,5.5,35.89
20070310,19.5,1.39,8.2,36.21
20070311,36.6,18.99,0.0,20.45
20070312,39.4,10.47,0.0,21.67
20070313,18.0,5.93,0.0,31.57
20070314,29.4,8.68,0.0,26.03
20070315,28.1,8.25,0.0,26.6
20070316,15.2,18.08,0.0,30.81
20070317,10.8,17.39,33.2,48.29
20070318,19.8,8.33,0.0,30.2
20070319,32.6,1.71,0.0,26.41
20070320,14.5,11.53,2.1,33.0
20070321,13.7,16.53,0.0,31.48
20070322,14.6,8.68,69.0,36.01
20070323,19.3,13.45,0.0,30.1
20070324,29.0,1.43,0.0,27.87
20070325,27.3,1.0,0.0,28.52
20070326,36.9,5.84,0.0,23.18
20070327,23.8,17.74,0.0,26.67
20070328,38.9,7.1,23.2,33.8
20070329,33.8,2.15,35.2,42.44
20070330,18.1,2.29,0.0,32.51
20070331,29.9,10.79,6.1,28.7
20070401,21.6,10.87,40.0,49.21
20070402,10.7,5.25,18.6,45.4
20070403,11.2,7.18,37.8,54.05
20070404,17.0,17.74,0.0,31.09
20070405,36.5,19.73,28.6,35.4
20070406,19.4,16.45,32.3,45.06
20070407,30.1,4.29,10.8,32.82
20070408,28.4,19.24,4.4,26.96
20070409,38.3,2.33,43.6,45.79
20070410,26.5,17.7,57.9,54.66
20070411,33.3,8.29,15.8,33.5
20070412,26.5,15.13,6.5,29.74
20070413,39.9,17.08,19.9,30.22
20070414,19.5,14.77,0.0,30.41
20070415,12.2,7.47,0.2,34.9
20070416,29.3,19.21,11.4,30.45
20070417,39.4,15.4,47.6,44.41
20070418,31.4,14.58,31.6,40.6
20070419,12.9,17.68,10.1,37.72
20070420,37.6,19.98,51.3,45.59
20070421,20.9,10.7,0.0,30.51
20070422,39.4,12.11,24.8,33.99
20070423,33.9,0.62,0.0,27.44
20070424,26.8,14.09,26.5,40.17
20070425,10.2,9.88,12.4,42.09
20070426,10.1,17.46,18.2,42.83
20070427,18.5,7.41,0.0,31.97
20070428,29.5,11.19,26.2,39.55
20070429,24.6,16.58,0.0,27.77
20070430,23.2,17.23,52.5,52.95
20070501,15.9,6.43,11.7,40.29
20070502,22.9,8.95,44.3,52.18
20070503,28.3,8.0,0.0,28.57
20070504,38.1,10.75,44.2,45.37
20070505,39.8,6.2,45.1,45.82
20070506,23.0,3.53,7.8,35.68
20070507,14.8,8.31,39.0,53.29
20070508,26.8,6.03,50.9,54.21
20070509,11.3,5.44,0.0,37.24
20070510,24.5,18.8,18.5,36.7
20070511,29.9,2.13,0.0,29.69
20070512,38.4,5.36,21.5,35.0
20070513,29.3,12.56,39.4,46.67
20070514,15.1,15.9,1.7,34.26
20070515,38.3,0.27,7.2,29.69
20070516,29.4,11.0,59.8,56.07
20070517,11.9,4.75,37.2,54.88
20070518,16.5,15.44,6.0,35.7
20070519,38.6,10.08,10.6,28.45
20070520,28.4,17.32,40.1,45.87
20070521,26.3,15.59,11.9,34.14
20070522,17.5,17.13,42.8,52.16
20070523,13.4,9.69,58.7,63.8
20070524,29.1,11.51,19.3,36.85
20070525,25.6,4.73,29.7,45.2
20070526,30.8,11.67,0.2,27.38
20070527,15.3,9.45,15.3,41.8
20070528,18.2,0.06,12.7,41.08
20070529,28.5,9.58,0.0,28.18
20070530,36.9,6.75,0.0,25.52
20070531,32.3,11.02,3.5,27.99
20070601,13.9,12.68,14.2,41.77
20070602,37.2,4.02,25.1,39.02
20070603,16.5,7.48,46.6,58.1
20070604,29.1,11.33,37.1,46.5
20070605,24.2,15.53,10.3,34.65
20070606,38.9,15.29,59.9,51.93
20070607,35.1,9.6,51.9,51.64
20070608,26.1,4.69,0.0,31.6
20070609,17.4,4.09,7.6,39.88
20070610,13.8,14.31,59.4,63.47
20070611,30.5,12.21,57.5,55.31
20070612,13.2,18.42,14.7,40.94
20070613,20.7,0.43,0.0,34.96
20070614,38.8,8.3,24.4,36.34
20070615,31.3,7.12,19.9,37.99
20070616,24.2,2.74,362.0,50.59
20070617,35.5,4.88,25.7,39.79
20070618,15.4,3.94,47.8,59.36
20070619,19.0,19.78,24.7,43.44
20070620,31.7,4.86,0.0,28.8
20070621,37.6,4.93,51.9,51.74
20070622,27.0,6.83,0.0,30.46
20070623,38.1,5.56,53.5,52.06
20070624,24.8,19.91,45.8,50.95
20070625,20.2,5.52,0.0,34.26
20070626,17.4,3.79,34.8,52.16
20070627,37.7,17.84,45.9,45.22
20070628,12.8,8.66,37.2,54.81
20070629,31.4,1.52,34.8,47.13
20070630,24.1,0.87,57.6,61.21
20070701,37.4,12.8,17.6,34.35
20070702,19.6,3.01,8.2,39.5
20070703,33.7,0.63,0.0,29.87
20070704,11.7,12.06,50.7,61.83
20070705,28.5,18.12,0.0,28.08
20070706,20.1,10.02,14.1,40.68
20070707,36.2,0.7,14.5,36.13
20070708,10.9,7.71,0.0,39.11
20070709,29.8,5.59,12.9,36.67
20070710,28.0,18.1,28.1,42.4
20070711,22.9,6.98,8.0,37.55
20070712,30.8,12.72,22.9,39.67
20070713,22.1,7.21,0.0,34.38
20070714,30.9,0.97,0.0,30.97
20070715,30.6,4.21,52.1,55.41
20070716,17.2,19.38,32.7,49.45
20070717,29.0,2.12,0.0,32.16
20070718,36.8,10.81,0.0,26.34
20070719,18.4,16.35,18.4,42.19
20070720,19.7,6.06,58.4,63.08
20070721,22.4,1.74,6.6,38.45
20070722,28.2,9.37,59.8,59.28
20070723,37.7,12.99,2.7,26.69
20070724,36.1,6.93,43.5,48.08
20070725,13.1,0.42,9.1,43.83
20070726,15.5,14.94,30.5,49.5
20070727,12.1,6.0,13.2,45.04
20070728,14.3,12.51,53.9,62.39
20070729,13.6,19.28,0.0,35.23
20070730,37.3,17.47,0.0,24.29
20070731,26.4,16.97,41.9,49.36
20070801,36.7,2.25,13.5,36.25
20070802,13.7,5.74,32.6,55.03
20070803,11.6,11.93,32.0,40.03
20070804,31.6,16.16,0.0,28.88
20070805,26.0,19.95,28.1,43.29
20070806,39.6,10.39,32.0,41.65
20070807,15.6,15.58,39.9,55.07
20070808,15.8,6.42,24.4,49.71
20070809,26.2,4.17,27.3,46.93
20070810,16.7,14.15,26.7,48.75
20070811,25.1,18.68,6.2,34.14
20070812,28.3,17.11,0.0,29.58
20070813,39.5,4.59,40.3,47.22
20070814,39.6,5.89,25.4,39.17
20070815,294.0,18.34,44.9,50.89
20070816,38.2,2.93,17.2,36.72
20070817,37.3,17.9,30.0,39.59
20070818,26.4,13.25,34.9,48.19
20070819,26.1,19.57,12.4,35.71
20070820,13.9,9.52,56.6,64.95
20070821,35.0,18.3,8.2,30.84
20070822,16.7,7.55,0.0,37.11
20070823,23.2,15.52,30.9,47.62
20070824,33.5,10.25,27.7,42.58
20070825,20.0,8.5,17.2,44.07
20070826,17.4,3.05,0.0,38.15
20070827,11.4,7.61,0.0,39.38
20070828,13.8,0.94,47.8,62.57
20070829,18.4,0.4,8.3,42.22
20070830,20.6,17.18,0.0,33.59
20070831,37.7,17.56,0.0,25.65
20070901,23.6,2.01,0.0,36.7
20070902,36.0,14.75,36.5,45.27
20070903,32.1,1.58,0.0,32.27
20070904,12.1,6.52,55.5,67.55
20070905,32.5,9.51,5.0,32.94
20070906,12.0,0.27,6.1,44.82
20070907,23.7,18.68,0.0,32.56
20070908,15.2,12.85,25.8,49.98
20070909,27.2,19.7,47.8,53.51
20070910,29.5,11.36,48.3,55.25
20070911,19.7,4.97,1.0,37.64
20070912,34.7,1.37,28.0,44.88
20070913,28.7,8.88,0.0,32.85
20070914,10.7,4.68,44.0,62.68
20070915,20.8,3.03,24.4,49.43
20070916,22.6,0.19,0.0,37.68
20070917,34.8,9.2,0.0,29.22
20070918,14.4,6.61,1.2,40.15
20070919,35.5,4.46,0.0,30.3
20070920,39.6,6.24,7.1,31.7
20070921,33.2,7.48,31.2,45.43
20070922,25.5,7.47,0.0,34.51
20070923,21.1,0.6,57.2,64.83
20070924,39.7,12.4,50.0,50.52
20070925,32.5,9.43,42.1,51.14
20070926,11.2,18.48,21.1,48.14
20070927,20.2,9.54,31.8,51.8
20070928,31.1,8.73,54.4,57.29
20070929,11.8,4.25,26.4,53.47
20070930,29.5,7.19,52.2,57.69
20071001,13.0,8.27,0.0,40.69
20071002,21.8,12.45,5.2,38.41
20071003,16.7,8.45,0.0,39.32
20071004,24.6,7.06,59.9,65.01
20071005,39.2,13.78,0.0,27.65
20071006,38.9,17.57,0.0,27.08
20071007,15.6,4.25,0.0,40.32
20071008,37.3,0.54,0.0,31.85
20071009,12.4,4.45,0.0,41.55
20071010,27.4,15.78,54.8,58.64
20071011,11.3,15.93,40.9,59.43
20071012,18.4,13.31,48.9,60.53
20071013,38.8,10.89,0.0,28.95
20071014,40.0,18.96,0.0,25.79
20071015,37.5,11.13,0.0,29.56
20071016,35.7,1.98,0.0,31.63
20071017,24.6,11.65,0.0,34.62
20071018,25.1,5.64,0.0,35.6
20071019,37.0,0.48,32.7,47.87
20071020,26.7,0.74,0.0,35.86
20071021,38.4,5.33,0.0,29.81
20071022,14.3,15.67,0.0,38.85
20071023,10.0,0.5,0.0,43.88
20071024,36.6,17.25,30.6,43.08
20071025,25.6,7.24,0.0,35.18
20071026,20.3,11.05,0.0,37.31
20071027,10.6,16.56,51.2,64.78
20071028,37.8,17.05,0.0,27.73
20071029,32.1,14.87,0.0,30.79
20071030,25.2,8.35,0.0,35.17
20071031,26.4,9.97,57.3,61.5
20071101,11.9,15.02,22.5,51.19
20071102,28.3,9.38,0.0,34.12
20071103,21.1,19.61,44.3,56.27
20071104,26.4,15.9,0.0,34.21
20071105,35.9,13.08,0.0,30.2
20071106,34.8,12.58,0.0,30.82
20071107,24.1,4.59,0.0,37.53
20071108,28.3,14.86,0.0,33.81
20071109,14.5,8.36,0.0,41.11
20071110,35.1,12.83,0.0,30.7
20071111,19.9,5.33,0.0,39.48
20071112,22.3,18.0,44.9,56.59
20071113,11.2,17.93,4.5,42.95
20071114,38.0,19.5,1.6,28.98
20071115,26.3,0.88,0.0,37.92
20071116,37.5,8.8,0.0,30.81
20071117,10.8,9.34,0.0,42.27
20071118,25.2,4.58,36.3,54.14
20071119,10.2,1.65,0.0,44.98
20071120,16.3,2.39,0.0,41.94
20071121,35.3,6.53,0.0,32.11
20071122,34.1,9.37,0.0,31.7
20071123,17.7,5.12,0.0,40.19
20071124,27.3,14.21,0.0,33.54
20071125,28.6,13.32,0.0,33.1
20071126,27.4,6.86,0.0,35.54
20071127,19.3,5.66,0.0,39.73
20071128,22.9,13.68,0.0,35.57
20071129,37.7,1.17,0.0,32.47
20071130,14.5,5.9,0.0,41.5
20071201,15.8,16.27,0.0,39.16
20071202,34.4,14.09,0.0,31.54
20071203,35.5,1.77,0.0,34.01
20071204,18.2,0.2,0.0,42.51
20071205,330.0,1.23,0.0,34.9
20071206,26.9,14.73,0.0,35.39
20071207,26.8,16.82,0.0,34.87
20071208,14.3,0.09,0.0,43.84
20071209,29.4,6.88,0.0,35.79
20071210,15.7,19.99,0.0,39.0
20071211,15.9,15.8,3.7,41.06
20071212,18.0,3.83,0.0,41.45
20071213,24.1,4.44,0.0,38.96
20071214,17.2,16.36,32.3,54.39
20071215,36.7,14.55,0.0,30.18
20071216,25.6,13.13,31.4,51.15
20071217,37.1,2.76,0.0,32.78
20071218,16.5,16.01,0.0,39.58
20071219,30.4,0.03,0.0,36.62
20071220,25.4,166.29999999999998,37.3,53.21
20071221,12.6,8.19,54.9,69.03
20071222,20.4,9.86,0.0,39.41
20071223,36.1,17.45,0.0,30.6
20071224,19.9,6.34,0.0,40.17
20071225,14.2,17.82,0.0,39.69
20071226,23.5,16.34,0.0,36.36
20071227,17.4,12.29,0.0,39.44
20071228,24.3,1.6,452.0,60.55
20071229,36.0,1.13,0.0,34.13
20071230,34.1,4.6,0.0,33.7
20071231,25.2,8.34,21.6,47.16
20080101,35.3,16.8,0.0,20.14
20080102,10.2,0.55,0.0,34.78
20080103,11.2,11.17,0.0,31.92
20080104,16.2,10.24,0.0,30.25
20080105,21.2,0.05,0.0,29.76
20080106,36.9,4.42,25.9,34.0
20080107,33.9,0.23,0.0,23.82
20080108,27.8,3.42,6.4,28.82
20080109,23.1,8.57,0.0,27.24
20080110,31.4,9.29,55.8,49.97
20080111,35.6,8.8,0.0,21.16
20080112,29.9,19.96,0.0,21.74
20080113,10.1,7.44,9.3,38.08
20080114,32.8,6.18,21.4,33.32
20080115,21.3,18.65,0.0,26.07
20080116,16.0,15.66,0.0,28.35
20080117,22.6,1.23,13.0,35.04
20080118,23.9,16.32,0.0,25.04
20080119,39.9,16.75,0.0,17.72
20080120,23.2,5.55,0.0,27.74
20080121,10.8,0.47,31.6,49.86
20080122,14.1,19.43,0.0,28.76
20080123,14.8,17.92,0.0,28.66
20080124,32.7,2.98,0.0,24.48
20080125,38.7,15.43,0.0,18.94
20080126,37.1,14.56,0.0,19.33
20080127,32.6,5.0,0.0,24.12
20080128,22.1,13.32,0.0,26.43
20080129,26.9,7.64,0.0,25.25
20080130,13.9,10.02,0.0,31.26
20080131,15.1,7.12,27.3,44.67
20080201,32.8,9.73,0.0,23.13
20080202,11.6,8.64,0.0,33.66
20080203,18.4,3.89,0.0,31.83
20080204,23.5,16.85,0.0,26.49
20080205,16.7,0.18,18.1,41.81
20080206,22.7,17.45,0.0,26.15
20080207,39.6,13.36,0.0,19.26
20080208,38.8,13.2,0.0,20.41
20080209,31.2,16.54,49.5,46.89
20080210,21.9,3.29,0.0,30.14
20080211,16.3,2.03,0.0,32.51
20080212,33.6,19.75,0.0,21.26
20080213,34.2,17.49,0.0,20.73
20080214,36.0,17.55,0.0,20.61
20080215,14.4,6.52,0.0,32.02
20080216,25.5,5.88,0.0,27.94
20080217,35.0,16.4,11.5,26.42
20080218,27.4,9.74,29.3,40.45
20080219,25.0,13.45,0.0,26.31
20080220,34.3,0.41,0.0,25.08
20080221,29.5,12.93,0.0,24.63
20080222,28.4,12.04,0.0,25.42
20080223,21.2,1.5,0.0,30.66
20080224,25.1,8.83,40.7,46.82
20080225,24.6,18.04,20.0,34.93
20080226,19.9,19.12,0.0,27.4
20080227,33.2,15.21,0.0,21.58
20080228,34.2,10.51,46.6,45.52
20080229,39.3,16.71,0.0,19.2
20080301,24.4,4.43,0.0,29.45
20080302,28.3,6.01,0.0,27.25
20080303,35.7,4.56,48.7,47.28
20080304,16.5,5.89,0.0,33.0
20080305,36.7,0.56,0.0,24.52
20080306,23.6,1.11,0.0,30.27
20080307,22.0,19.43,24.7,38.84
20080308,10.5,13.35,27.5,47.16
20080309,34.0,13.5,0.0,23.25
20080310,16.8,0.34,0.0,34.19
20080311,23.6,12.07,0.0,27.87
20080312,344.0,11.57,0.0,23.52
20080313,27.9,13.25,0.0,25.57
20080314,28.8,1.73,0.0,27.74
20080315,23.4,2.12,0.0,30.08
20080316,23.5,15.24,0.0,27.38
20080317,20.7,7.22,0.0,30.19
20080318,11.6,16.44,0.0,32.93
20080319,30.9,10.42,0.0,25.27
20080320,24.7,12.89,0.0,27.91
20080321,11.2,11.85,0.0,33.39
20080322,17.9,16.69,0.0,29.42
20080323,33.2,6.6,0.0,24.76
20080324,38.6,0.35,23.8,35.32
20080325,23.3,15.07,0.0,27.31
20080326,16.7,2.58,0.0,33.34
20080327,22.7,1.11,0.0,31.32
20080328,21.8,5.78,0.0,30.28
20080329,24.1,12.83,0.0,27.87
20080330,14.8,7.7,0.0,33.12
20080331,18.4,8.76,0.0,30.92
20080401,33.6,13.48,55.3,50.77
20080402,17.8,19.18,56.5,57.19
20080403,23.2,16.9,11.8,34.18
20080404,18.4,5.51,0.0,32.72
20080405,22.1,5.09,45.8,53.71
20080406,18.5,6.16,8.2,37.17
20080407,15.3,3.32,24.8,46.58
20080408,26.3,0.89,0.0,30.61
20080409,19.2,5.8,3.4,34.11
20080410,14.4,8.91,45.5,55.38
20080411,39.5,10.92,45.3,43.51
20080412,16.2,8.82,0.0,33.18
20080413,12.6,8.41,29.9,49.46
20080414,13.2,18.18,5.4,34.63
20080415,21.4,0.24,52.4,57.65
20080416,35.7,3.24,52.1,50.82
20080417,30.6,15.62,54.0,50.97
20080418,34.7,9.89,0.0,24.19
20080419,28.7,14.69,30.2,40.75
20080420,31.1,14.39,29.6,39.79
20080421,34.2,6.59,46.0,47.59
20080422,36.1,16.53,5.2,25.24
20080423,38.4,10.63,26.3,35.18
20080424,31.4,13.02,17.0,33.2
20080425,24.2,10.89,57.0,56.32
20080426,26.7,0.02,40.2,49.38
20080427,32.2,19.03,1.5,24.76
20080428,21.6,12.6,5.1,32.81
20080429,35.4,12.88,0.0,23.94
20080430,27.9,18.03,4.6,28.06
20080501,11.8,18.27,7.7,37.45
20080502,36.9,5.74,55.0,51.66
20080503,24.0,5.03,17.5,40.17
20080504,25.9,19.09,3.3,28.76
20080505,34.0,4.67,28.5,41.26
20080506,35.7,3.62,33.2,42.5
20080507,25.8,9.8,35.6,47.17
20080508,28.4,13.88,286.0,40.93
20080509,29.7,5.29,0.0,28.49
20080510,33.8,7.05,32.3,41.82
20080511,12.4,5.5,2.0,37.73
20080512,28.0,15.9,35.8,44.43
20080513,10.5,11.1,35.2,53.58
20080514,34.1,4.17,41.3,47.06
20080515,36.4,8.76,231.0,35.72
20080516,35.5,11.52,40.0,44.55
20080517,36.4,13.64,24.1,36.03
20080518,29.5,3.33,34.4,45.92
20080519,36.2,3.13,29.4,40.53
20080520,15.0,1.03,0.0,36.16
20080521,27.2,17.58,24.0,39.02
20080522,15.1,2.55,54.5,62.7
20080523,31.1,2.73,25.8,41.18
20080524,24.1,9.68,27.1,43.7
20080525,37.4,2.64,0.0,26.25
20080526,22.2,17.3,0.0,29.15
20080527,29.8,9.91,0.0,28.22
20080528,29.8,18.31,36.5,43.19
20080529,35.0,14.19,0.0,24.01
20080530,36.0,16.52,34.7,40.41
20080531,11.0,3.78,14.3,44.66
20080601,33.8,17.05,14.4,32.67
20080602,21.8,6.92,54.8,59.4
20080603,22.4,12.79,0.4,31.61
20080604,30.0,15.06,33.8,43.81
20080605,12.9,18.16,28.1,47.54
20080606,13.2,12.58,0.0,35.91
20080607,23.1,7.89,52.1,56.83
20080608,38.8,0.16,30.9,42.19
20080609,20.4,9.49,17.7,42.09
20080610,24.9,4.66,31.7,47.44
20080611,19.5,18.78,0.0,31.0
20080612,36.7,7.51,7.6,29.96
20080613,27.4,4.44,2.0,31.69
20080614,30.4,3.78,3.0,31.0
20080615,32.9,13.22,0.0,27.11
20080616,17.7,1.2,34.7,52.5
20080617,32.0,17.46,53.6,51.72
20080618,28.1,17.32,51.6,52.79
20080619,10.4,16.23,51.0,60.82
20080620,30.8,8.98,2.8,29.57
20080621,36.5,0.84,0.0,27.96
20080622,25.6,12.29,1.2,31.06
20080623,29.6,7.27,21.5,39.7
20080624,36.3,15.49,40.6,44.56
20080625,21.7,8.93,59.3,60.71
20080626,34.9,15.0,21.3,35.61
20080627,33.1,15.27,38.3,44.45
20080628,23.2,6.1,0.0,32.29
20080629,18.5,2.18,0.0,36.03
20080630,28.3,13.29,25.7,41.0
20080701,18.9,6.96,4.7,37.42
